大沢温泉自炊部, 〒025-0244 岩手県花巻市湯口大沢１７１−１７,39.436813727,141.01567607,5431846,花巻市,見上げれば木々が揺れ、見下ろせば川が流れる,見上げれば木々が揺れ、見下ろせば川が流れる。紅葉や新緑の季節が特におすすめ。湯加減も丁度よくゆっくりとつかれる。自炊部は常連さんはもちろん、若い人の利用も多く、誰でも気軽に愉しむ事ができる。泉質は硫化水素泉で弱アルカリ性。隣接の「山水閣」の「山水の湯」は別料金８００円で入浴できる。
御所湖, 〒020-0055 岩手県盛岡市繋萪内沢 県道172号線,39.675484394,141.013598442,767948,盛岡市,御所湖は、上流から流れ込む雫石川をせきとめてつくられた、巨大な人造湖です,御所湖は、上流から流れ込む雫石川をせきとめてつくられた、巨大な人造湖です。湖周囲はレジャーやスポーツのメッカ。湖上ではウインドサーフィンやボートセイリングが盛んに行われ、周辺にはプールや釣りなどのスポーツが楽しめる施設もあり、総合レジャースポットとして親しまれています。
つなぎ温泉観光協会, 〒020-0055 岩手県盛岡市繋 県道172号線,39.676151029,141.020072662,197729300,盛岡市,"予約受付可能,"予約受付可能。要免許証等身分証明（保証金1
四季亭, 〒020-0055 岩手県盛岡市繋湯ノ舘１３３,39.672747116,141.023965366,5954205,盛岡市,盛岡の奥座敷と呼ばれる繋温泉で、格調高い純和風旅館として知られる四季亭,盛岡の奥座敷と呼ばれる繋温泉で、格調高い純和風旅館として知られる四季亭。通常の宿泊は１万９０５０円〜で、日帰り入浴と昼食のセットなら５３２５円〜で可能。泉質は硫黄温泉で、神経痛、関節痛、筋肉痛、打ち身などによい。男女別の露天風呂付き大浴場でゆったりとくつろいで、懐石料理を愉しみたい。
七滝, 〒028-7100 岩手県八幡平市（その他） 県道212号線,39.874150913,140.958390458,221352442,八幡平市,落差43mの滝が七段に分かれて流れ落ちている,落差43mの滝が七段に分かれて流れ落ちている。滝の水は眼病に効くとされ、また、滝の近くにある七滝大明神は縁結びの神様として古くから土地の人々に大切にされてきている。自然も豊かでトレッキングにも最適な場所。
松尾八幡平ビジターセンター, 〒028-7303 岩手県八幡平市柏台１丁目２−２８,39.920596934,140.97536626,3178416,八幡平市,八幡平・岩手山の情報発信施設,八幡平・岩手山の情報発信施設。ハイビジョン映像や標本・模型を多数展示。目で見て、触れて楽しむことができる。
岩手県県民の森, 〒028-7302 岩手県八幡平市松尾寄木第１地割５１５−５,39.89436158,140.967614651,23422597,八幡平市,森林ふれあい学習館フォレストI(アイ），遊歩道，木材工芸センターなど,森林ふれあい学習館フォレストI(アイ），遊歩道，木材工芸センターなど。森川渓谷に沿う７０ｈａの森林。野鳥の森には巣箱がかけられており，約１００種類の野鳥を観察できる。
松川玄武岩, 〒028-7100 岩手県八幡平市（その他） 県道212号線,39.894366812,140.958797555,141578251,八幡平市,全国でも珍しい六角柱の柱状節理が見られる岩層の絶壁,全国でも珍しい六角柱の柱状節理が見られる岩層の絶壁。紅葉シーズンは、青みを帯びた松川渓流と玄武岩の紅葉のコントラストが美しく、人気のスポットとなっている。
八幡平トラウトガーデン, 〒028-7302 岩手県八幡平市松尾寄木第１地割４７４−６,39.910586857,140.983321257,26192570,八幡平市,八幡平リゾート内にあるレジャー施設,八幡平リゾート内にあるレジャー施設。パークゴルフ、ゴーカート、アーチェリーなどが楽しめ、特に釣りはルアー、フライ、渓流釣りと種類も豊富。２００円で釣り竿（えさ付き）もレンタルできる。また、バーベキューハウスやレストランも完備しており、地元の郷土料理ひっつみやニジマス料理などを味わえる。
金沢清水, 〒028-7302 岩手県八幡平市松尾寄木第１地割１５７３,39.910671234,140.987014771,260041574,八幡平市,八幡平市松尾寄木の７カ所の湧水は，別名「座頭清水湧水群」と呼ばれ，幾多の伝説が伝えられている,八幡平市松尾寄木の７カ所の湧水は，別名「座頭清水湧水群」と呼ばれ，幾多の伝説が伝えられている。岩手山の滝に住む７つの頭を持つ竜が地中に潜り，山里に頭をだしたのが湧水口という話もそのひとつ。ここから湧水は滝の水が地中に染み込んだ伏流水が湧き出したとされているが，定説はない。国立公園の入口にあり，ホテルや別荘が多い村では，水も観光資源。水道水源にするほか，大規模な釣り堀公園「トラウドガーデン」にも利用している。日本名水百選。
イーハトーブ火山局, 〒028-7302 岩手県八幡平市松尾寄木第２地割５１５,39.9295559,141.00276686,9503364,八幡平市,岩手山の火山情報がリアルタイムで映し出されるほか、パネルやジオラマで岩手山の歴史や世界の火山の様子や自然環境や地熱資源の活用などについて学習できる,岩手山の火山情報がリアルタイムで映し出されるほか、パネルやジオラマで岩手山の歴史や世界の火山の様子や自然環境や地熱資源の活用などについて学習できる。
薄衣の滝, 〒025-0244 岩手県花巻市湯口天王２７−１,39.417264683,141.00808382,40121335,花巻市,高さ20ｍ、幅7ｍの薄い布を垂れかけた様な滝,高さ20ｍ、幅7ｍの薄い布を垂れかけた様な滝。
清水寺, 〒025-0037 岩手県花巻市太田第２１地割５−７,39.370509,141.031417,88268336,花巻市,坂上田村麻呂が建立したと伝える,坂上田村麻呂が建立したと伝える。日本三清水の一つ。
入畑ダム展望広場, 岩手県北上市 県道122号線,39.23774736,140.949770788,14569564,北上市,展望広場に上がると、ダム周辺と北上平野を一望することができ、南西の方角には駒ヶ岳を見ることができます,展望広場に上がると、ダム周辺と北上平野を一望することができ、南西の方角には駒ヶ岳を見ることができます。新緑の季節にはダムの湖面がエメラルドグリーンに輝いて素晴らしい眺望が楽しめます。
御所ダム, 〒020-0055 岩手県盛岡市繋山根１９２−４,39.693202633,141.026579579,16580685,盛岡市,雫石川をせき止めて造られた多目的ダムで中央コアー型ロックフィル，コンクリート動式の複合ダム,雫石川をせき止めて造られた多目的ダムで中央コアー型ロックフィル，コンクリート動式の複合ダム。洪水調節，用水供給，発電を行っている。日本版ＴＶＡで北上川流域五大ダムのフィナーレを飾る。
岩手県公会堂, 〒020-0023 岩手県盛岡市内丸１１−２,39.703207517,141.153452983,2564445,盛岡市,岩手県公会堂は，皇太子であった昭和天皇の御成婚を記念して建設が計画され，1925年（大正14年）9月の着工から1927年（昭和2年）6月の竣工まで，約2年の工期と総額43万8000円の建設費を投じて建設された,岩手県公会堂は，皇太子であった昭和天皇の御成婚を記念して建設が計画され，1925年（大正14年）9月の着工から1927年（昭和2年）6月の竣工まで，約2年の工期と総額43万8000円の建設費を投じて建設された。　設計は，東京の日比谷公会堂や早稲田大学大隈講堂の設計で知られる佐藤功一博士で，近代コンクリート建築の先駆け。創建当時の公会堂は，県会議事堂，大ホール，西洋料理店，皇族方の宿泊所と，4つの用途を備えていた。間口44メートル，奥行48メートルの規模で，鉄筋コンクリート造地下1階地上2階建，陸屋根となっている。玄関奥を階段室，その奥を中庭とし，後部にホールを置く。中央に高さ約24メートル・6 層の塔屋を設け，外壁をスクラッチタイル貼とし，外部に柱形を現して垂直性を強調しているのが特徴です。　　幾度かの改修が行われましたが，内部には漆喰の美しいレリーフや，優雅な曲線のバルコニーなど，創建当時の面影を伝えるアール・デコ様式の意匠が残されており，現在も会議室を主体とした施設として市民・県民に利用されています。
岩手銀行中ノ橋支店, 岩手県盛岡市 奥州街道(陸羽街道),39.700319247,141.155190691,213662,盛岡市,明治時代を代表する典型的なルネッサンス様式で盛岡のシンボルになっている,明治時代を代表する典型的なルネッサンス様式で盛岡のシンボルになっている。外部、内部共にほとんど当時のまま。現在も銀行として活躍中。どこかで見かけたような外装だが、実は東京駅を手がけた同一チームが担当。その中のひとり葛西萬司は岩手県の出身。近くには昭和モダン建築の盛岡信用金庫本店もある。
もりおか歴史文化館, 岩手県盛岡市 奥州街道(陸羽街道),39.700833194,141.153341518,3608599,盛岡市,2011年7月に開館した文化施設,2011年7月に開館した文化施設。1階では盛岡の観光情報や伝統文化を紹介し、2階では城下町盛岡の成立過程や盛岡藩主南部家に関する資料を展示しております。
安比高原スキー場, 〒028-7306 岩手県八幡平市安比高原６０５−１２８,40.00497678,140.980022798,742323,八幡平市,"安比高原スキー場は、オーストリアのアルベルクやアメリカのアスペンなど世界を代表するスキーエリアと同じ北緯40度にあり、国立公園八幡平から連なる標高1,"安比高原スキー場は、オーストリアのアルベルクやアメリカのアスペンなど世界を代表するスキーエリアと同じ北緯40度にあり、国立公園八幡平から連なる標高1
長者屋敷清水, 〒028-7305 岩手県八幡平市松尾第４地割１１１,39.9722895,141.031014948,540757267,八幡平市,小川の流れる緑地帯の中に朱塗りの太鼓橋や東屋などを設けた長者屋敷公園,小川の流れる緑地帯の中に朱塗りの太鼓橋や東屋などを設けた長者屋敷公園。その一角、木立に囲まれた高さ10ｍ程の岩壁の割れ目から清水が湧き出している。当地の大盗賊を討伐に来た坂上田村麻呂が、天皇より下賜された太刀をこの水で清めたとも言われている。野菜の直売所も設けてあるので立ち寄ってみては。
たきざわ自然情報センター, 〒020-0685 岩手県滝沢市鵜飼安達１１４−７,39.806576806,141.011937125,88331773,滝沢市,鞍掛山登山、歩くスキー、周辺山野草等岩手山麓の情報発信施設としてオープンしました,鞍掛山登山、歩くスキー、周辺山野草等岩手山麓の情報発信施設としてオープンしました。写真展や見頃の草花の紹介等最新の情報を備えてお客様のお越しをお待ちしております。
鞍掛山, 岩手県滝沢市 県道219号線,39.820894038,141.023177622,2708256,滝沢市,岩手山のふもとに広がる標高８９７．１メートルの鞍掛山は、家族向けのハイキングコース,岩手山のふもとに広がる標高８９７．１メートルの鞍掛山は、家族向けのハイキングコース。小さな子供たちも気軽に楽しめます。鞍掛山から見える岩手山も雄大です。また、宮沢賢治の作品の源泉となった鞍掛山を含む岩手県内６カ所の自然景観が「イーハトーブの風景地 」として、景観の重要文化財にあたる国指定名勝に指定されました。
石鳥谷アイスアリーナ, 〒028-3171 岩手県花巻市石鳥谷町中寺林第７地割５,39.482278386,141.141583314,134999922,花巻市,平成10年冬季国体フィギュア競技が開催された屋内スケートリンク,平成10年冬季国体フィギュア競技が開催された屋内スケートリンク。シーズンオフは、テニスコートや屋内競技、イベントスペースとして利用されます。
厳美渓, 〒021-0101 岩手県一関市厳美町南滝ノ上２,38.944120359,141.047468044,935032,一関市,岩手県の磐井川沿いにある渓谷,岩手県の磐井川沿いにある渓谷。磐井川が巨岩を浸食し、２ｋｍにわたり渓谷美を見せる。渓流をはわんだ対岸のお茶屋からだんごとお茶を買う「郭公だんご」が名物。吊り橋から眺める蒸留の荒々しい流れと下流のゆったりした淵が対象的。甌穴が見せる渓流美が美しい。名勝天然記念物指定。紅葉の見頃は１０月中旬〜１１月中旬。
桜山神社, 〒020-0023 岩手県盛岡市内丸１−４１,39.701457677,141.151983201,244711,盛岡市,社殿が盛岡城三の丸跡にあり、江戸時代中期の寛延２年に創建され南部藩の総鎮守として信仰されました,社殿が盛岡城三の丸跡にあり、江戸時代中期の寛延２年に創建され南部藩の総鎮守として信仰されました。国の重要文化財に指定される南北朝時代初期の国長作の刀が所蔵されています。毎年５月２５日から３日間行われる例大祭では、お神輿が騎馬武者に先導されて盛岡市内を練り歩き境内には多くの出店が立ち並びます。また、１月２６日に開催される伝統行事裸参りは盛岡の冬の風物詩として有名です。
猊鼻渓, 〒029-0302 岩手県一関市東山町長坂久保６０−７,38.987465834,141.261321902,2369631,一関市,北上川の支流・砂鉄川両岸に巨岩・絶壁の連なる約2ｋｍの渓谷を舟下りで楽しめる,北上川の支流・砂鉄川両岸に巨岩・絶壁の連なる約2ｋｍの渓谷を舟下りで楽しめる。大正14年に名勝に指定され、日本百景のひとつに数えられる。史蹟名勝天然記念物。
紙すき館, 〒029-0302 岩手県一関市東山町長坂町３９０,38.990617604,141.25477713,126358941,一関市,平安時代末期、平泉藤原文化の遺産の一つとして伝わり、８００年の伝統を誇る東山和紙,平安時代末期、平泉藤原文化の遺産の一つとして伝わり、８００年の伝統を誇る東山和紙。店内には職人の作った色とりどりの手作り和紙や、かわいい小物が並んでいる。原料をカップで枠に流し込んでオリジナルな和紙が作れる紙すき体験は、絵を描くような感覚で和紙が作れて、幼児から大人まで誰でも楽しめる。
サハラガラスパーク, 〒021-0101 岩手県一関市厳美町滝ノ上２６３,38.945051184,141.048568019,3826876,一関市,まさにガラスのテーマパーク,まさにガラスのテーマパーク。まず１８００本のステンドグラスで作られた花時計にビックリする。30カ国以上から集められた３万点ものガラス製品や有名作家による作品まで揃う。吹きガラス体験や工房見学もでき、１輪挿しやグラスなどを作ることができる。壁から照明まで全てガラス製というレストランもある。
宮古市魚菜市場, 〒027-0072 岩手県宮古市五月町１−１,39.646224039,141.946017769,3329806,宮古市,市民の台所として親しまれている市場,市民の台所として親しまれている市場。毎朝6時30分から新鮮な魚介類や水産加工品がズラリ勢ぞろいする。市場の中には、近在の農家のお母さんたちが自家栽培の野菜、果物、花を並べる直売スペースがある。鮮度と安さには定評がある。どこか雅びの残る宮古弁のやりとりにぬくもりを感じるほのぼの市場。
盛岡八幡宮, 〒020-0872 岩手県盛岡市八幡町１３−１,39.695793408,141.16309594,79256,盛岡市,南部藩鎮守,南部藩鎮守。八幡宮例大祭では山車の巡行や流鏑馬が有名、境内には米内光政像、田村了咲句碑などがあります。南部氏は、もともと八幡神を氏神と仰ぐ家柄でした。今から約800年ほど昔に南部の藩祖である南部光行公が、 居城を三戸から不来方に移す際に、不来方の豪族である日戸氏が代々信仰していた鳩森八幡宮を修復し、 この地方の守護神として城内におまつりし、氏神と仰ぎました。城内の八幡社を藩主が篤く信奉することから、城下の民衆も自然に八幡神を崇敬するようになりました。 そのため、新たに崇敬の中心となるべき八幡神社の造営が必要とされ、 寛文11年に南部29代重信公が、商業の流通を図るために、町の中心部を整え、 新八幡宮の造営に着手しました。約1万5千坪の広大な境内地を定めて寛文11年に着手された造営工事は約8ヵ年を要し、 延宝8年にご本殿を始め、流鏑馬（やぶさめ）馬場等の主な建物や施設が整いました。 新八幡宮造営にあわせて、門前の町づくりにも着手し、その竣工と同時に門前町である八幡町が完成しました。 八幡町は、盛岡八幡宮の歴史とともに発展し現在に至っています。
盛岡市動物公園, 〒020-0803 岩手県盛岡市新庄下八木田６０,39.697289457,141.194349688,285107,盛岡市,野外レクリエーションやピクニックなど自然を楽しみながら動物と親しめる施設,野外レクリエーションやピクニックなど自然を楽しみながら動物と親しめる施設。哺乳類，鳥類あわせて約１００種７００頭羽を展示しています。動物とのふれあい体験や、自然観察会なども行っています。
岩山展望台, 〒020-0803 岩手県盛岡市新庄岩山１５,39.700940413,141.183499784,725970,盛岡市,標高約340ｍの頂上にあり，盛岡駅から車で15分の所に位置する岩山の展望台は，市街地はもちろん，岩手山や八幡平を含む奥羽山系から北上山系まで一望でき迫力満点,標高約340ｍの頂上にあり，盛岡駅から車で15分の所に位置する岩山の展望台は，市街地はもちろん，岩手山や八幡平を含む奥羽山系から北上山系まで一望でき迫力満点。背後には岩手山が望める。盛岡全景を望む夜景スポットとしても人気がある。
えさし郷土文化館, 〒023-1101 岩手県奥州市江刺区岩谷堂小名丸１０２,39.196001981,141.191128492,536822934,奥州市,農業紹介ホール、体験棟、奥の院の3つで構成されている,農業紹介ホール、体験棟、奥の院の3つで構成されている。江刺金札米や江刺りんごで全国的にも有名な江刺農業の歩みなどを紹介している他、予約制で，そば打ちやサキ織り、芸などが体験できる。奥の院には、国指定の重要文化財である仏像が数多く展示されている。中でも、「中善観音」と呼ばれる百観音菩薩は必見。
八重吉煎餅店, 〒023-1113 岩手県奥州市江刺区中町３−１,39.189842326,141.178473331,114179965,奥州市,昭和9年の創業以来、50年以上亀の子せんべいを作り続けている,昭和9年の創業以来、50年以上亀の子せんべいを作り続けている。
上の橋, 岩手県一関市 奥州街道(陸羽街道),38.928747084,141.129137278,16739743,一関市,盛岡の中心部を流れる中津川にかかる、その昔盛岡三橋と呼ばれた橋の一つ,盛岡の中心部を流れる中津川にかかる、その昔盛岡三橋と呼ばれた橋の一つ。盛岡城築城の際、当時藩主であった南部利直がその欄干に取り付けた擬宝珠は青銅製で、今から約４００年前となる慶長14、16年の銘が刻まれている。橋のたもとには、市の花であるカキツバタが群生しており初夏には紫の花が咲きそろう。
姫神山, 〒028-4124 岩手県盛岡市玉山区馬場前田１１７,39.844020809,141.24681386,3841652,盛岡市,"みちのくの空に美しい三角形を描く姫神山,"みちのくの空に美しい三角形を描く姫神山。詩人石川啄木のふるさと盛岡市玉山区の中央に高まる花崗岩の残丘で、標高1
岩洞湖, 〒028-2711 岩手県盛岡市玉山区薮川 小本街道,39.832037536,141.358938217,3864519,盛岡市,日本一美しいといわれる人造湖,日本一美しいといわれる人造湖。白樺・赤松などの林が神秘的です。湖畔には、シラカバやナラなどの広葉樹が群生しており、春の新緑や秋の紅葉など、四季それぞれに美しい風景を観ることができます。また、周辺には、キャンプ場や広場、遊歩道が整備されています。
天峰山, 〒020-0201 岩手県盛岡市玉山区日戸新田２４,39.80326769,141.259520291,972395,盛岡市,姫神山の横長尾根（南山麓）に位置し，尼寺がある,姫神山の横長尾根（南山麓）に位置し，尼寺がある。岩手山を中心とした山並，北上川の流域が見渡せる牧歌的風景の高原。
三王岩, 〒027-0000 岩手県宮古市田老向新田１８６,39.789162386,141.962767652,28730933,宮古市,田老湾口にそそり立つ男岩，女岩，太鼓岩の三巨岩,田老湾口にそそり立つ男岩，女岩，太鼓岩の三巨岩。陸中海岸を代表する景勝地。東日本大震災の影響により、三王岩周辺の一部遊歩道が通行不可能となっております。
岩手サファリパーク, 〒029-3311 岩手県一関市藤沢町黄海山谷１２１,38.808852,141.258973,14354244,一関市,アフリカ動物などの中を車で探検するサファリパークとサル劇場、フラミンゴショー、サルとふれあえる世界のモンキーセンターゾウの背中に乗れるゾウの村があります,アフリカ動物などの中を車で探検するサファリパークとサル劇場、フラミンゴショー、サルとふれあえる世界のモンキーセンターゾウの背中に乗れるゾウの村があります。
石神の丘美術館, 〒028-4307 岩手県岩手郡岩手町五日市第１０地割１２１−２０,39.968754545,141.213522778,3608087,岩手郡岩手町五日市,石神の丘美術館は1993年7月に岩手県内初の野外彫刻美術館として開館しました,石神の丘美術館は1993年7月に岩手県内初の野外彫刻美術館として開館しました。その後，道の駅「石神の丘」の設置にともない大規模な改修が行われ、2002年7月にリニューアルオープンしました。屋外では6月下旬から7月上旬にかけてラベンダーが見頃となるほか美しい山野草や紅葉といった四季折々の自然も楽しめます。また、芸術鑑賞をしながら気軽にピクニックが楽しめる屋外展示に加えて常設展や企画展が楽しめるギャラリー、見るだけではなく作ることによって美術を体験できる工房，各種のイベント等の活動を通して地域に根ざした芸術文化活動の一拠点となり、幼児から高齢者まで幅広い年齢の方が構えることなくいつでも立ち寄れ，身近に美術を感じることのできるような開かれた美術館を目指しています。平成20年4月には「恋人の聖地」に認定され、新たな観光スポットとして期待されています。
駒形神社, 〒028-0661 岩手県遠野市附馬牛町上附馬牛１４地割７９,39.419334412,141.5493927,36737191,遠野市,駒ヶ岳に奥宮がある,駒ヶ岳に奥宮がある。子供騎馬武者行列は5月3日。予約不要。
カッパ淵, 〒028-0555 岩手県遠野市土淵町土淵７地割５０,39.354316132,141.57080438,223425,遠野市,カッパ伝説が多く残る遠野で一番知られている場所がここ,カッパ伝説が多く残る遠野で一番知られている場所がここ。その昔、武将が馬の足を洗っていたら、この淵からカッパが出てきて悪さをしたらしい。今はその淵らしきものはないが、幅２〜３ｍの川原には、夫婦のカッパが鎮座する祠があり、拝むと胸が大きくなるという噂も。駅前には、レンタサイクルもある。
たかむろ水光園, 〒028-0553 岩手県遠野市土淵町柏崎７地割１７５,39.353896536,141.597807432,19273222,遠野市,釣り堀の「遠野池」には、遠野物語にちなんだ東屋や清々しい渓流があり、周辺の曲り家形式の民族園、酒造土蔵の芸能館、水車小屋では昔ながらの遠野の暮らしに触れることができる,釣り堀の「遠野池」には、遠野物語にちなんだ東屋や清々しい渓流があり、周辺の曲り家形式の民族園、酒造土蔵の芸能館、水車小屋では昔ながらの遠野の暮らしに触れることができる。準天然のトロン温泉では「肌がツルツルになる」と言われ、若い人にも人気があり、女性にはおすすめの温泉。低温サウナもあり。水辺のオアシスに、曲り家や温泉が大集合。
常堅寺, 〒028-0555 岩手県遠野市土淵町土淵７地割５５,39.354708125,141.571724899,5955665,遠野市,曹洞宗,曹洞宗。遠野物語に登場するカッパ狛犬などがある。裏にはカッパ淵がある。
伝承園, 〒028-0555 岩手県遠野市土淵町土淵６地割５,39.357250578,141.569566082,3730808,遠野市,"遠野の民俗資料の保護、むかしから伝わる技術や行事の伝承のための施設,"遠野の民俗資料の保護、むかしから伝わる技術や行事の伝承のための施設。園内には佐々木喜善記念館、1
遠野郷八幡宮, 〒028-0541 岩手県遠野市松崎町白岩２３地割１７−３,39.343032164,141.546105805,7515112,遠野市,遠野郷の総鎮守,遠野郷の総鎮守。９月１４日，１５日の例大祭では郷土芸能が集う。
花巻新渡戸記念館, 〒025-0014 岩手県花巻市高松第４地割７,39.38921163,141.161168122,39410901,花巻市,藩政時代220年あまりにわたって花巻に居住し，新田開発等の地域開発に貢献した新渡戸氏の業績を紹介している,藩政時代220年あまりにわたって花巻に居住し，新田開発等の地域開発に貢献した新渡戸氏の業績を紹介している。
夏虫のお湯っこ, 〒022-0101 岩手県大船渡市三陸町越喜来小出５９−１,39.138201859,141.781241,38772100,大船渡市,夏虫山の麓にある大自然に囲まれた日帰り人口温泉施設で、ゆっくりとした雰囲気でくつろぎの時間を味わうことができます,夏虫山の麓にある大自然に囲まれた日帰り人口温泉施設で、ゆっくりとした雰囲気でくつろぎの時間を味わうことができます。弱アルカリ性の人口温泉で、腰痛・肩こり・リウマチ・神経痛・疲労回復などの効能が望めます。浴室は、大浴場の他、ジェットバス、サウナ、泡風呂、スチームサウナ、薬湯などがあります。施設内には、マッサージを受けられる施設がある他、大評判の鹿カレーが食べられる食堂や、無料休憩室があります。宿泊施設の「遊・YOU・亭夏虫」と繋がっており宿泊もできることから、グランドゴルフやパラグライダー体験などのレジャーも気軽に楽しむことができます。
遊・YOU・亭 夏虫, 〒022-0101 岩手県大船渡市三陸町越喜来小出５９−１,39.138403221,141.781585996,38777003,大船渡市,当館の近くには自然がいっぱい！御家族揃って遊べます,当館の近くには自然がいっぱい！御家族揃って遊べます。三陸の海と山を空から眺めてみませんか？4月〜10月は、パラグライダーの受付もしております。たくさん遊んだあとは、ぜひお湯っこと遊・YOU・亭夏虫でおくつろぎ下さい。ゆったりとした空間、ほっとする雰囲気。充実した設備と心からのおもてなし。グラス片手にくつろぎの空間をお楽しみください。当館は「第一回心に響くいわて景観賞」を受賞しました！
夏油高原温泉, 岩手県北上市 県道122号線,39.238637434,140.913815002,55879535,北上市,夏油高原スキー場に併設した温泉,夏油高原スキー場に併設した温泉。展望露天風呂からはオガラ森や前塚見山、北上市内を一望できます。外窓のある遠赤外線サウナは、気持ちよく体を温めてくれます。
岩手県立博物館, 〒020-0102 岩手県盛岡市上田松屋敷３４,39.754770195,141.153838929,39214932,盛岡市,県制１００年を記念して昭和５５年に開館した岩手地方の資料を幅広く展示する総合博物館,県制１００年を記念して昭和５５年に開館した岩手地方の資料を幅広く展示する総合博物館。岩手の歴史を時代の流れに沿ってテーマ別に展示している総合展示室，動物や地質などの自然や，考古・民俗などを各分野に分けて展示する分類展示室，岩手県ゆかりの画家や彫刻家の作品を展示する近代美術展示室などがある。特に萬鉄五郎の作品や遺品は約１６００点に及んでいる。また古い民具を実際に使用してみることのできる体験学習室や，屋外には国の重要文化財に指定されている江戸後期に建てられた曲り家・直屋が移築復元されている。
